# file	page	dpi	score	bad	engine
issue13325_reduced.pdf	1	100	0.00061	0.0017	cairo
issue13343.pdf	1	100	0.02389	0.0690	cairo
issue13372.pdf	1	100	0.19381	0.4617	mupdf
issue13447.pdf	1	100	0.01173	0.0196	cairo
issue1350.pdf	1	100	0.00539	0.0001	cairo
issue13520.pdf	1	100	0.15816	0.5051	mupdf
issue13561_reduced.pdf	1	100	0.05586	0.0621	cairo
issue13916.pdf	1	100	0.03855	0.1059	mupdf
issue13931.pdf	1	100	0.00082	0.0004	poppler
issue14023.pdf	1	100	0.00110	0.0032	cairo
issue14046.pdf	1	100	0.00036	0.0015	gs
issue14048.pdf	1	100	0.00457	0.0000	cairo
issue14117.pdf	1	100	0.00222	0.0002	cairo
issue14130.pdf	1	100	0.00079	0.0001	mupdf
issue14165.pdf	1	100	0.24221	0.6313	cairo
issue14200.pdf	1	100	0.00118	0.0002	cairo
issue14256.pdf	1	100	0.00676	0.0260	cairo
issue14267.pdf	1	100	0.00000	0.0000	mupdf
issue14297.pdf	1	100	0.00317	0.0011	cairo
issue14307.pdf	1	100	0.00003	0.0000	cairo
issue14415.pdf	1	100	0.00145	0.0016	mupdf
issue14438.pdf	1	100	0.01164	0.0304	cairo
issue14462_reduced.pdf	1	100	0.00544	0.0000	cairo
issue14497.pdf	1	100	0.00024	0.0000	poppler
issue14502.pdf	1	100	0.00002	0.0000	cairo
issue1453.pdf	1	100	0.00024	0.0000	cairo
issue14565.pdf	1	100	0.00035	0.0022	mupdf
issue14618.pdf	1	100	0.00336	0.0000	cairo
issue14627.pdf	1	100	0.00002	0.0000	cairo
issue14705.pdf	1	100	0.00000	0.0000	cairo
issue14755.pdf	1	100	0.00003	0.0000	mupdf
issue14802.pdf	1	100	0.00350	0.0012	mupdf
issue14814.pdf	1	100	0.00006	0.0000	cairo
issue14821.pdf	1	100	0.00148	0.0008	cairo
issue14847.pdf	1	100	0.00052	0.0000	cairo
issue14862.pdf	1	100	0.00012	0.0001	cairo
issue14881.pdf	1	100	0.00698	0.0000	cairo
issue14953.pdf	1	100	0.00212	0.0000	mupdf
issue14999_reduced.pdf	1	100	0.00778	0.0048	mupdf
issue15012.pdf	1	100	0.00524	0.0021	cairo
issue15053.pdf	1	100	0.00061	0.0018	cairo
issue15092.pdf	1	100	0.00055	0.0014	cairo
issue15096.pdf	1	100	0.00037	0.0002	cairo
issue1512r.pdf	1	100	0.00606	0.0000	cairo
issue15150.pdf	1	100	0.00017	0.0000	poppler
issue15262.pdf	1	100	0.00009	0.0001	cairo
issue15340.pdf	1	100	0.00101	0.0000	cairo
issue15367.pdf	1	100	0.00029	0.0000	cairo
issue15372.pdf	1	100	0.02415	0.1235	mupdf
issue15441.pdf	1	100	0.05628	0.1428	poppler
issue15443.pdf	1	100	0.04809	0.1119	mupdf
issue15516_reduced.pdf	1	100	0.00268	0.0000	cairo
issue15557.pdf	1	100	0.00001	0.0000	cairo
issue15590.pdf	1	100	-1.00000	0.0000	none
issue15594_reduced.pdf	1	100	0.01314	0.0365	mupdf
issue15597.pdf	1	100	0.00000	0.0000	cairo
issue15629.pdf	1	100	0.00011	0.0000	cairo
issue15690.pdf	1	100	0.00027	0.0000	cairo
issue15716.pdf	1	100	0.21839	0.3114	poppler
issue15753.pdf	1	100	0.00004	0.0000	cairo
issue15759.pdf	1	100	0.00011	0.0000	mupdf
issue15789.pdf	1	100	0.00000	0.0000	mupdf
issue15815.pdf	1	100	0.00003	0.0000	cairo
issue15818.pdf	1	100	0.00004	0.0000	cairo
issue15910.pdf	1	100	0.00014	0.0000	cairo
issue15977_reduced.pdf	1	100	0.06283	0.1571	mupdf
issue16021.pdf	1	100	0.00000	0.0000	mupdf
issue16038.pdf	1	100	0.08870	0.6044	mupdf
issue16063.pdf	1	100	0.00108	0.0000	cairo
issue16067.pdf	1	100	0.00009	0.0000	cairo
issue16091.pdf	1	100	0.00092	0.0000	mupdf
issue16176.pdf	1	100	0.00000	0.0000	poppler
issue16221.pdf	1	100	0.00001	0.0000	cairo
issue16224.pdf	1	100	0.00669	0.0000	mupdf
issue16263.pdf	1	100	0.00387	0.0026	cairo
issue16278.pdf	1	100	0.00000	0.0000	mupdf
issue16287.pdf	1	100	0.00056	0.0000	mupdf
issue16316.pdf	1	100	0.03260	0.0000	mupdf
issue16473.pdf	1	100	0.00451	0.0023	mupdf
issue16500.pdf	1	100	0.00204	0.0028	cairo
issue16538.pdf	1	100	0.00187	0.0000	cairo
issue16553.pdf	1	100	0.00025	0.0000	cairo
issue1655r.pdf	1	100	0.00580	0.0000	cairo
issue16633.pdf	1	100	0.00004	0.0000	mupdf
issue16742.pdf	1	100	0.24815	0.3082	cairo
issue17056.pdf	1	100	0.00139	0.0001	mupdf
issue17064_readonly.pdf	1	100	0.00133	0.0036	cairo
issue17065.pdf	1	100	0.18774	0.3678	cairo
issue17069.pdf	1	100	0.00140	0.0050	cairo
issue17147.pdf	1	100	0.00002	0.0000	cairo
issue17215.pdf	1	100	0.00019	0.0005	cairo
issue17333.pdf	1	100	0.00035	0.0000	mupdf
issue17492.pdf	1	100	0.00217	0.0019	cairo
issue17540.pdf	1	100	0.00062	0.0035	poppler
issue17554.pdf	1	100	0.00000	0.0000	mupdf
issue17671.pdf	1	100	0.00004	0.0001	poppler
issue17679.pdf	1	100	0.03336	0.1143	mupdf
issue17679_2.pdf	1	100	0.03336	0.1143	mupdf
issue17730.pdf	1	100	0.00136	0.0003	cairo
issue17808.pdf	1	100	0.00018	0.0000	cairo
issue17846.pdf	1	100	0.00007	0.0000	mupdf
issue17848.pdf	1	100	0.00039	0.0000	mupdf
issue17871_bottom_right.pdf	1	100	0.00000	0.0000	poppler
issue17871_top_right.pdf	1	100	0.00000	0.0000	poppler
issue17904.pdf	1	100	0.00598	0.0102	mupdf
issue17929.pdf	1	100	0.00001	0.0000	gs
issue17998.pdf	1	100	0.00006	0.0000	cairo
issue18030.pdf	1	100	0.00929	0.0000	mupdf
issue18032.pdf	1	100	0.01025	0.0331	gs
issue18036.pdf	1	100	0.00081	0.0000	cairo
issue18042.pdf	1	100	0.00000	0.0000	poppler
issue18059.pdf	1	100	0.00009	0.0000	mupdf
issue18072.pdf	1	100	0.01734	0.0492	mupdf
issue18099_reduced.pdf	1	100	0.00122	0.0035	cairo
issue18117.pdf	1	100	0.00181	0.0052	cairo
issue18305.pdf	1	100	0.00000	0.0000	mupdf
issue18360.pdf	1	100	0.00040	0.0000	mupdf
issue18408_reduced.pdf	1	100	0.00001	0.0000	cairo
issue18529.pdf	1	100	0.00014	0.0000	cairo
issue18536.pdf	1	100	0.00008	0.0000	cairo
issue18548_reduced.pdf	1	100	0.00029	0.0000	cairo
issue18561.pdf	1	100	0.00002	0.0000	mupdf
issue18645.pdf	1	100	0.00143	0.0000	cairo
issue18693.pdf	1	100	0.00087	0.0000	mupdf
issue18694.pdf	1	100	0.00000	0.0000	cairo
issue18816.pdf	1	100	0.11191	0.1446	cairo
issue18823.pdf	1	100	0.00921	0.0268	mupdf
issue18894.pdf	1	100	0.00009	0.0003	gs
issue18911.pdf	1	100	0.00464	0.0003	cairo
issue18956.pdf	1	100	0.02003	0.0731	cairo
issue18986.pdf	1	100	0.00000	0.0000	poppler
issue1905.pdf	1	100	0.05979	0.1507	cairo
issue19083.pdf	1	100	0.00385	0.0056	mupdf
issue19120.pdf	1	100	0.00003	0.0000	cairo
issue19176.pdf	1	100	0.00000	0.0000	mupdf
issue19182.pdf	1	100	0.00049	0.0008	cairo
issue19207.pdf	1	100	0.00028	0.0000	cairo
issue19239.pdf	1	100	0.00481	0.0003	cairo
issue19326.pdf	1	100	0.09190	0.3081	cairo
issue19360.pdf	1	100	0.00289	0.0137	cairo
issue19389.pdf	1	100	0.00025	0.0005	poppler
issue19424.pdf	1	100	0.00001	0.0000	mupdf
issue19474.pdf	1	100	0.00000	0.0000	mupdf
issue19484_1.pdf	1	100	-1.00000	0.0000	none
issue19484_2.pdf	1	100	-1.00000	0.0000	none
issue19505.pdf	1	100	0.00022	0.0000	mupdf
issue19532.pdf	1	100	0.00024	0.0008	cairo
issue19550.pdf	1	100	0.01578	0.0397	mupdf
issue19633.pdf	1	100	0.00250	0.0106	mupdf
issue19634.pdf	1	100	0.03630	0.1869	gs
issue19695.pdf	1	100	0.00000	0.0000	mupdf
issue19800.pdf	1	100	0.00086	0.0012	mupdf
issue19802.pdf	1	100	0.00221	0.0000	cairo
issue19848.pdf	1	100	0.00004	0.0000	mupdf
issue1985.pdf	1	100	0.00421	0.0000	mupdf
issue19971.pdf	1	100	0.00126	0.0001	cairo
issue20062.pdf	1	100	0.00000	0.0000	gs
issue20065.pdf	1	100	0.00005	0.0000	mupdf
issue20102.pdf	1	100	0.00003	0.0000	cairo
issue2017r.pdf	1	100	0.00405	0.0000	cairo
issue20225.pdf	1	100	0.00008	0.0000	mupdf
issue20232.pdf	1	100	0.00104	0.0011	cairo
issue20319_1.pdf	1	100	0.00002	0.0000	mupdf
issue20319_2.pdf	1	100	0.00016	0.0000	mupdf
issue20324.pdf	1	100	0.00012	0.0000	cairo
issue20439.pdf	1	100	0.00000	0.0000	mupdf
issue20453.pdf	1	100	0.00011	0.0003	mupdf
issue20489.pdf	1	100	0.00189	0.0050	mupdf
issue20504.pdf	1	100	0.00062	0.0000	cairo
issue20504_skia.pdf	1	100	0.00002	0.0000	cairo
issue20513.pdf	1	100	0.00017	0.0000	cairo
issue20516.pdf	1	100	0.00006	0.0000	mupdf
issue2074.pdf	1	100	0.00013	0.0000	cairo
issue20930.pdf	1	100	0.00406	0.0084	cairo
issue2099-1.pdf	1	100	0.00010	0.0000	mupdf
issue21068.pdf	1	100	0.00161	0.0000	mupdf
issue21126.pdf	1	100	0.00006	0.0000	poppler
issue2128r.pdf	1	100	0.00123	0.0042	mupdf
issue21346.pdf	1	100	0.27969	0.7034	poppler
issue21436.pdf	1	100	0.00005	0.0000	cairo
issue215.pdf	1	100	0.00324	0.0000	cairo
issue21570.pdf	1	100	0.00012	0.0000	cairo
issue2176.pdf	1	100	0.00000	0.0000	poppler
issue2177.pdf	1	100	0.09851	0.3660	mupdf
issue2391-1.pdf	1	100	0.00008	0.0000	mupdf
issue2391-2.pdf	1	100	0.00008	0.0000	gs
issue2462.pdf	1	100	0.00002	0.0000	cairo
issue2537r.pdf	1	100	0.00300	0.0000	cairo
issue269_1.pdf	1	100	0.04405	0.1045	mupdf
issue269_2.pdf	1	100	0.00093	0.0000	cairo
issue2761.pdf	1	100	0.00002	0.0000	cairo
issue2833.pdf	1	100	0.00043	0.0000	cairo
issue2840.pdf	1	100	0.05497	0.1206	gs
issue2884_reduced.pdf	1	100	0.01877	0.0097	mupdf
issue2931.pdf	1	100	0.00260	0.0000	cairo
issue2948.pdf	1	100	0.37416	0.7716	cairo
issue2956.pdf	1	100	0.00046	0.0000	cairo
issue3025.pdf	1	100	0.00186	0.0000	cairo
issue3061.pdf	1	100	0.00030	0.0000	mupdf
issue3188.pdf	1	100	0.00012	0.0001	cairo
issue3205r.pdf	1	100	0.00227	0.0000	cairo
issue3207r.pdf	1	100	0.00893	0.0000	cairo
issue3214.pdf	1	100	0.00005	0.0000	mupdf
issue3263r.pdf	1	100	0.00046	0.0000	cairo
issue3323.pdf	1	100	0.00243	0.0000	cairo
issue3405r.pdf	1	100	0.00767	0.0000	cairo
issue3438.pdf	1	100	0.00164	0.0000	cairo
issue3458.pdf	1	100	0.12749	0.2000	gs
issue3521.pdf	1	100	0.00121	0.0035	mupdf
issue3566.pdf	1	100	0.00175	0.0000	cairo
issue3584.pdf	1	100	0.00009	0.0000	cairo
issue3694_reduced.pdf	1	100	0.01050	0.0158	mupdf
issue3879r.pdf	1	100	0.00542	0.0079	mupdf
issue3885.pdf	1	100	0.00001	0.0000	cairo
issue3928.pdf	1	100	0.00492	0.0000	cairo
issue4061.pdf	1	100	0.00754	0.0000	cairo
issue4246.pdf	1	100	0.01369	0.0459	mupdf
issue4260_reduced.pdf	1	100	0.00001	0.0000	cairo
issue4304.pdf	1	100	0.00357	0.0008	cairo
issue4379.pdf	1	100	0.00068	0.0000	cairo
issue4398.pdf	1	100	0.00006	0.0001	cairo
issue4402_reduced.pdf	1	100	0.02433	0.0587	mupdf
issue4436r.pdf	1	100	0.00684	0.0079	cairo
issue4461.pdf	1	100	0.00000	0.0000	mupdf
issue4550.pdf	1	100	0.00050	0.0000	cairo
issue4573.pdf	1	100	0.00022	0.0000	cairo
issue4575.pdf	1	100	0.00491	0.0056	mupdf
issue4630.pdf	1	100	0.00195	0.0000	cairo
issue4650.pdf	1	100	0.00444	0.0000	cairo
issue4665.pdf	1	100	0.00278	0.0000	cairo
issue4668.pdf	1	100	0.00092	0.0000	cairo
issue4684.pdf	1	100	0.00000	0.0000	mupdf
issue4706.pdf	1	100	0.00000	0.0000	cairo
issue4722.pdf	1	100	0.05456	0.1381	gs
issue4800.pdf	1	100	0.00564	0.0000	cairo
issue4801.pdf	1	100	0.00319	0.0000	cairo
issue4875.pdf	1	100	0.00240	0.0000	cairo
issue4881.pdf	1	100	0.00263	0.0000	cairo
issue4909.pdf	1	100	0.00449	0.0008	cairo
issue4934.pdf	1	100	0.01801	0.0563	gs
issue5010.pdf	1	100	0.00502	0.0000	cairo
issue5039.pdf	1	100	0.00183	0.0024	cairo
issue5044.pdf	1	100	0.00003	0.0000	poppler
issue5070.pdf	1	100	0.00295	0.0000	cairo
issue5084.pdf	1	100	0.00379	0.0000	cairo
issue5138.pdf	1	100	0.00163	0.0000	cairo
issue5202.pdf	1	100	0.00266	0.0000	cairo
issue5238.pdf	1	100	0.00539	0.0095	mupdf
issue5244.pdf	1	100	0.04975	0.1103	gs
issue5256.pdf	1	100	0.01656	0.0333	cairo
issue5280.pdf	1	100	0.00001	0.0001	gs
issue5291.pdf	1	100	0.00311	0.0000	mupdf
issue5334.pdf	1	100	0.00979	0.0008	cairo
issue5421.pdf	1	100	0.00000	0.0000	mupdf
issue5470.pdf	1	100	0.00277	0.0000	cairo
issue5475.pdf	1	100	0.48091	0.9763	gs
issue5481.pdf	1	100	0.58619	0.9851	gs
issue5501.pdf	1	100	0.01646	0.0317	cairo
issue5540.pdf	1	100	0.00337	0.0000	cairo
issue5549.pdf	1	100	0.58561	0.9850	gs
issue5564_reduced.pdf	1	100	0.00000	0.0000	mupdf
issue5567.pdf	1	100	0.48468	0.8089	gs
issue5599.pdf	1	100	0.00486	0.0040	mupdf
issue5677.pdf	1	100	0.00079	0.0000	cairo
issue5686.pdf	1	100	0.00500	0.0000	cairo
issue5701.pdf	1	100	0.01763	0.0492	cairo
issue5704.pdf	1	100	0.00277	0.0000	cairo
issue5734.pdf	1	100	0.00399	0.0000	cairo
issue5747.pdf	1	100	0.00274	0.0000	cairo
issue5751.pdf	1	100	0.00193	0.0000	cairo
issue5801.pdf	1	100	0.05415	0.1145	gs
issue5804.pdf	1	100	0.02178	0.0905	poppler
issue5808.pdf	1	100	0.00446	0.0016	mupdf
issue5874.pdf	1	100	0.00090	0.0012	poppler
issue5896.pdf	1	100	0.00476	0.0016	mupdf
issue5946.pdf	1	100	0.00017	0.0000	poppler
issue5954.pdf	1	100	0.00000	0.0000	poppler
issue5972.pdf	1	100	0.00937	0.0159	gs
issue5994.pdf	1	100	0.00276	0.0000	cairo
issue6006.pdf	1	100	0.00000	0.0000	gs
issue6019.pdf	1	100	0.00661	0.0052	mupdf
issue6068.pdf	1	100	0.00575	0.0000	cairo
issue6069.pdf	1	100	0.00548	0.0000	cairo
issue6081.pdf	1	100	0.00011	0.0004	poppler
issue6099.pdf	1	100	0.00001	0.0000	cairo
issue6106.pdf	1	100	0.00164	0.0010	cairo
issue6108.pdf	1	100	0.00474	0.0020	cairo
issue6113.pdf	1	100	0.18803	0.9722	cairo
issue6127.pdf	1	100	0.00709	0.0154	mupdf
issue6132.pdf	1	100	0.00283	0.0000	cairo
issue6151.pdf	1	100	0.00435	0.0040	mupdf
issue6179_reduced.pdf	1	100	0.00055	0.0000	mupdf
issue6204.pdf	1	100	0.00085	0.0000	mupdf
issue6231_1.pdf	1	100	0.03743	0.0704	cairo
issue6286.pdf	1	100	0.00140	0.0037	mupdf
issue6296.pdf	1	100	0.66512	1.0000	cairo
issue6298.pdf	1	100	0.66556	0.9971	mupdf
issue6336.pdf	1	100	0.00316	0.0000	cairo
issue6342.pdf	1	100	0.00498	0.0128	mupdf
issue6387.pdf	1	100	0.04823	0.0756	mupdf
issue6410.pdf	1	100	0.00078	0.0001	cairo
issue6413.pdf	1	100	0.00010	0.0000	mupdf
issue6541.pdf	1	100	0.00004	0.0000	mupdf
issue6605.pdf	1	100	0.00085	0.0010	gs
issue6612.pdf	1	100	0.00140	0.0000	cairo
issue6621.pdf	1	100	0.00061	0.0000	cairo
issue6652.pdf	1	100	0.00002	0.0000	cairo
issue6721_reduced.pdf	1	100	0.00888	0.0190	cairo
issue6769.pdf	1	100	0.06220	0.1061	cairo
issue6769_no_matrix.pdf	1	100	0.06220	0.1061	cairo
issue6782.pdf	1	100	0.00008	0.0000	cairo
issue6889.pdf	1	100	0.00756	0.0000	cairo
issue6894.pdf	1	100	0.00735	0.0112	poppler
issue6901.pdf	1	100	0.02470	0.0556	poppler
issue6931_reduced.pdf	1	100	0.00060	0.0003	cairo
issue6961.pdf	1	100	0.00591	0.0186	gs
issue6962.pdf	1	100	0.00278	0.0000	cairo
issue7014.pdf	1	100	0.00570	0.0047	cairo
issue7020.pdf	1	100	0.00269	0.0000	cairo
issue7074_reduced.pdf	1	100	0.01457	0.0027	mupdf
issue7101.pdf	1	100	0.01032	0.0000	cairo
issue7115.pdf	1	100	0.00410	0.0008	mupdf
issue7180.pdf	1	100	0.00323	0.0000	cairo
issue7200.pdf	1	100	0.00023	0.0000	cairo
issue7229.pdf	1	100	0.00544	0.0000	cairo
issue7339_reduced.pdf	1	100	0.04328	0.1091	cairo
issue7403.pdf	1	100	0.00287	0.0004	poppler
issue7406.pdf	1	100	0.00654	0.0000	cairo
issue7426.pdf	1	100	0.00050	0.0002	poppler
issue7439.pdf	1	100	0.03221	0.0857	gs
issue7446.pdf	1	100	0.00076	0.0000	mupdf
issue7454.pdf	1	100	0.00783	0.0002	cairo
issue7492.pdf	1	100	0.00516	0.0000	cairo
issue7507.pdf	1	100	0.00128	0.0000	cairo
issue7544.pdf	1	100	0.00008	0.0000	cairo
issue7580.pdf	1	100	0.00818	0.0111	cairo
issue7598.pdf	1	100	0.00875	0.0000	cairo
issue7665.pdf	1	100	0.00520	0.0071	mupdf
issue7696.pdf	1	100	0.00615	0.0000	cairo
issue7769.pdf	1	100	0.06365	0.1726	mupdf
issue7821.pdf	1	100	0.06165	0.2768	mupdf
issue7835.pdf	1	100	0.02301	0.0548	poppler
issue7847_radial.pdf	1	100	0.26266	0.5198	cairo
issue7855.pdf	1	100	0.00593	0.0000	cairo
issue7872.pdf	1	100	0.00428	0.0006	cairo
issue7878.pdf	1	100	0.00008	0.0000	poppler
issue7891_bc0.pdf	1	100	0.07503	0.0798	gs
issue7891_bc1.pdf	1	100	0.01807	0.0217	cairo
issue7901.pdf	1	100	0.09638	0.2349	gs
issue8061.pdf	1	100	0.00713	0.0000	cairo
issue8088.pdf	1	100	0.00835	0.0095	mupdf
issue8092.pdf	1	100	0.17126	0.5148	mupdf
issue8097_reduced.pdf	1	100	0.00345	0.0000	cairo
issue8111.pdf	1	100	0.00271	0.0079	gs
issue8125.pdf	1	100	0.00531	0.0006	mupdf
issue8187.pdf	1	100	0.00695	0.0000	poppler
issue8229.pdf	1	100	0.00660	0.0000	cairo
issue8234.pdf	1	100	0.00009	0.0000	cairo
issue8276_reduced.pdf	1	100	0.00003	0.0000	mupdf
issue8372.pdf	1	100	0.01417	0.0444	mupdf
issue840.pdf	1	100	0.06928	0.3437	cairo
issue8424.pdf	1	100	0.00247	0.0007	poppler
issue845r.pdf	1	100	0.01426	0.0143	cairo
issue8480.pdf	1	100	0.00374	0.0008	cairo
issue8565.pdf	1	100	0.33257	0.9875	gs
issue8570.pdf	1	100	0.00703	0.0095	poppler
issue8586.pdf	1	100	0.00024	0.0000	cairo
issue8697.pdf	1	100	0.01200	0.0192	mupdf
issue8702.pdf	1	100	0.00409	0.0024	mupdf
issue8707.pdf	1	100	0.00549	0.0143	mupdf
issue8795_reduced.pdf	1	100	0.00240	0.0000	cairo
issue8798r.pdf	1	100	0.00003	0.0000	cairo
issue8823.pdf	1	100	0.00029	0.0000	cairo
issue8844.pdf	1	100	0.00001	0.0000	poppler
issue8960_reduced.pdf	1	100	0.00452	0.0000	cairo
issue9017_reduced.pdf	1	100	0.00035	0.0010	gs
issue9084.pdf	1	100	0.06804	0.1579	poppler
issue9105_reduced.pdf	1	100	0.00495	0.0040	mupdf
issue918.pdf	1	100	0.00403	0.0021	mupdf
issue9243.pdf	1	100	0.06047	0.1692	mupdf
issue925.pdf	1	100	0.00002	0.0000	cairo
issue9252.pdf	1	100	0.00002	0.0000	poppler
issue9262_reduced.pdf	1	100	0.00452	0.0000	cairo
issue9278.pdf	1	100	0.00003	0.0000	cairo
issue9291.pdf	1	100	0.01149	0.0131	cairo
issue9418.pdf	1	100	0.01203	0.0196	gs
issue9458.pdf	1	100	0.00364	0.0000	cairo
issue9534_reduced.pdf	1	100	0.10851	0.2294	gs
issue9655_reduced.pdf	1	100	0.00011	0.0000	mupdf
issue9713.pdf	1	100	0.00037	0.0000	cairo
issue9915_reduced.pdf	1	100	0.01331	0.0444	gs
issue9940.pdf	1	100	0.00656	0.0000	mupdf
issue9949.pdf	1	100	0.00026	0.0000	cairo
issue9972-1.pdf	1	100	0.00951	0.0150	cairo
issue9972-2.pdf	1	100	0.00951	0.0150	cairo
issue9972-3.pdf	1	100	0.00951	0.0150	cairo
issue_cff_unsigned_bbox.pdf	1	100	0.00231	0.0000	cairo
javauninstall-7r.pdf	1	100	0.00057	0.0000	cairo
jbig2_file_header.pdf	1	100	0.00000	0.0000	poppler
jbig2_symbol_offset.pdf	1	100	0.00976	0.0164	mupdf
jp2k-resetprob.pdf	1	100	0.52230	0.9091	cairo
jpx_smaskindata.pdf	1	100	0.11831	0.5058	mupdf
js-authors.pdf	1	100	0.00002	0.0000	cairo
js-buttons.pdf	1	100	0.00145	0.0039	mupdf
js-colors.pdf	1	100	0.00012	0.0000	mupdf
knockout_blend_multiply.pdf	1	100	0.00006	0.0000	cairo
knockout_groups_test.pdf	1	100	0.00890	0.0313	poppler
knockout_inner_backdrop.pdf	1	100	0.08334	0.2500	mupdf
knockout_isolated_overlap.pdf	1	100	0.00050	0.0000	poppler
knockout_nested.pdf	1	100	0.00058	0.0000	poppler
knockout_nested_group_alpha.pdf	1	100	0.03272	0.1000	cairo
knockout_nonisolated_sparse.pdf	1	100	0.00597	0.0907	cairo
knockout_smask.pdf	1	100	0.08128	0.2500	mupdf
labelled_pages.pdf	1	100	0.00000	0.0000	mupdf
large_jpeg_downscale.pdf	1	100	0.00175	0.0000	cairo
listbox_actions.pdf	1	100	0.00024	0.0001	cairo
mesh_shading_empty.pdf	1	100	0.19470	0.3237	cairo
mixedfonts.pdf	1	100	0.00234	0.0037	mupdf
mmtype1.pdf	1	100	0.00475	0.0000	cairo
multiline.pdf	1	100	0.00020	0.0000	mupdf
multimedia_annotations.pdf	1	100	0.00073	0.0004	cairo
multiple-filters-length-zero.pdf	1	100	0.00002	0.0000	cairo
named_dest_collision_for_editor.pdf	1	100	0.00000	0.0000	mupdf
nested_outline.pdf	1	100	0.00029	0.0004	cairo
noembed-eucjp.pdf	1	100	0.00073	0.0019	mupdf
noembed-identity-2.pdf	1	100	0.00142	0.0034	mupdf
noembed-identity.pdf	1	100	0.00012	0.0004	cairo
noembed-jis7.pdf	1	100	0.00012	0.0003	cairo
noembed-sjis.pdf	1	100	0.00073	0.0019	mupdf
non-embedded-NuptialScript.pdf	1	100	0.03086	0.0965	mupdf
nonisolated_blend_smask.pdf	1	100	0.06507	0.0941	cairo
openoffice.pdf	1	100	0.00851	0.0000	cairo
operator-in-TJ-array.pdf	1	100	0.00012	0.0000	poppler
operator_list_cycle.pdf	1	100	0.00000	0.0000	mupdf
opt_demo.pdf	1	100	0.00454	0.0020	cairo
outline_goto_action.pdf	1	100	0.00000	0.0000	mupdf
outlines_for_editor.pdf	1	100	0.00000	0.0000	mupdf
outlines_se.pdf	1	100	0.00000	0.0000	poppler
page_with_number.pdf	1	100	0.00002	0.0000	mupdf
page_with_number_and_link.pdf	1	100	0.00005	0.0000	mupdf
paragraph_and_link.pdf	1	100	0.00006	0.0000	cairo
pattern_text_embedded_font.pdf	1	100	0.04018	0.1021	cairo
pdfjs_wikipedia.pdf	1	100	0.00452	0.0000	cairo
pdfjsbad1586.pdf	1	100	0.00000	0.0000	poppler
pdfkit_compressed.pdf	1	100	0.00045	0.0003	cairo
pdkids.pdf	1	100	0.00356	0.0000	cairo
personwithdog.pdf	1	100	0.07741	0.1494	mupdf
poppler-395-0-fuzzed.pdf	1	100	-1.00000	0.0000	none
poppler-67295-0.pdf	1	100	0.00032	0.0008	gs
poppler-742-0-fuzzed.pdf	1	100	-1.00000	0.0000	none
poppler-85140-0.pdf	1	100	-1.00000	0.0000	none
poppler-90-0-fuzzed.pdf	1	100	0.00039	0.0008	mupdf
poppler-91414-0-53.pdf	1	100	-1.00000	0.0000	none
poppler-91414-0-54.pdf	1	100	-1.00000	0.0000	none
poppler-937-0-fuzzed.pdf	1	100	-1.00000	0.0000	none
postscript_type4_many_outputs.pdf	1	100	0.23146	0.8712	cairo
pr12564.pdf	1	100	0.00674	0.0006	cairo
pr12828.pdf	1	100	0.00060	0.0006	cairo
pr19449.pdf	1	100	0.00001	0.0000	mupdf
pr20043.pdf	1	100	0.00031	0.0010	gs
pr4922.pdf	1	100	0.00533	0.0004	mupdf
pr6531_2.pdf	1	100	0.00006	0.0000	cairo
pr7352.pdf	1	100	0.00072	0.0000	mupdf
prefilled_f1040.pdf	1	100	0.00767	0.0047	cairo
quadpoints.pdf	1	100	0.00217	0.0044	mupdf
radial_gradients.pdf	1	100	0.21586	0.3600	cairo
rc_annotation.pdf	1	100	0.00000	0.0000	gs
recursiveCompositGlyf.pdf	1	100	0.00657	0.0126	mupdf
red_stamp.pdf	1	100	0.66667	1.0000	mupdf
resetform.pdf	1	100	0.00073	0.0015	cairo
rotated.pdf	1	100	0.00004	0.0000	cairo
rotated_freetexts.pdf	1	100	0.00001	0.0000	mupdf
rotated_ink.pdf	1	100	0.00013	0.0000	mupdf
rotation.pdf	1	100	0.00016	0.0000	cairo
scan-bad.pdf	1	100	0.00002	0.0000	cairo
sci-notation.pdf	1	100	0.00037	0.0004	cairo
scorecard_reduced.pdf	1	100	0.00007	0.0003	mupdf
secHandler.pdf	1	100	0.00006	0.0000	cairo
shading_extend.pdf	1	100	0.23059	0.3333	cairo
signed_verified.pdf	1	100	0.00176	0.0001	mupdf
simpletype3font.pdf	1	100	0.00003	0.0000	mupdf
sizes.pdf	1	100	0.00001	0.0000	cairo
smask_alpha_bc.pdf	1	100	0.03738	0.1023	mupdf
smask_alpha_oob.pdf	1	100	0.00022	0.0000	cairo
smask_alpha_oob_transfer.pdf	1	100	0.01176	0.0280	mupdf
smask_luminosity_oob_transfer.pdf	1	100	0.41541	1.0000	cairo
smaskdim.pdf	1	100	0.00008	0.0001	poppler
stamps.pdf	1	100	0.00272	0.0114	cairo
standard_fonts.pdf	1	100	0.00876	0.0086	mupdf
structure_simple.pdf	1	100	0.00012	0.0000	cairo
tagged_stamp.pdf	1	100	0.00005	0.0000	cairo
tensor-allflags-withfunction.pdf	1	100	0.11396	0.1707	mupdf
text_clip_cff_cid.pdf	1	100	0.00012	0.0000	cairo
